No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,nDay Buy Delay
3 (GAS),755407.97,151.08,39.72,8.95,22.52,-345630.22,-39.54,-465970.47,-42.4,1.62,0.21,0.53,1.56,2.31,162427.29,0.65,15.63,0.23,0.55,0.039,52,14527.08,2.5,23.38,21,40.38,2094119.96,99720,12.9,39.1,31,59.62,-1338712,-43184.26,-4.54,12.74,2
2 (ACB),744268.74,148.85,25.24,8.86,35.08,-156346.25,-17.22,-224169.54,-19.4,3.32,0.46,1.81,2.67,4.04,126050.23,0.49,6.01,0.57,0.86,0.0291,73,10195.46,2.46,19.23,29,39.73,1191056.3,41070.91,9.86,30.55,44,60.27,-446787.56,-10154.26,-2.42,11.77,1
6 (KSB),731943.68,146.39,14.02,8.75,62.43,-272984.98,-27.13,-357124.24,-26.84,2.05,0.33,2.33,3.14,4.89,119714.09,0.51,12.28,0.27,0.75,0.0307,23,31823.64,4.21,24.96,9,39.13,1073518.84,119279.87,18.01,40.67,14,60.87,-341575.16,-24398.23,-4.66,14.86,5
5 (BVH),731770.46,146.35,38.64,8.75,22.65,-323662.04,-40.9,-535794.41,-43.53,1.37,0.2,0.52,1.53,2.8,141012.31,0.63,17.07,0.2,0.41,0.0379,65,11258.01,2.14,21.25,23,35.38,2109959.33,91737.36,14.13,33.39,42,64.62,-1378188.88,-32814.02,-4.43,14.6,4
3 (HUT),730444.14,146.09,24.23,8.74,36.08,-348041.27,-45.94,-1130526.56,-54.27,0.65,0.16,0.66,1.55,1.85,400308.54,0.24,23.86,0.14,0.69,0.0143,57,12814.81,3.15,20.72,26,45.61,2051966.48,78921.79,13.52,34.81,31,54.39,-1321522.34,-42629.75,-5.55,8.9,2
9 (FIT),729941.38,145.99,21.62,8.74,40.41,-360686.37,-34.85,-871704.43,-68.18,0.84,0.13,0.59,1.66,2.9,147944.38,0.35,29.45,0.11,0.58,0.0212,33,22119.44,5.14,22.52,12,36.36,1843435.85,153619.65,27.45,39.33,21,63.64,-1113494.47,-53023.55,-7.6,12.9,8
9 (KSB),728087.13,145.62,12.89,8.72,67.69,-279738.52,-27.13,-379916.85,-31.47,1.92,0.28,2.15,3.86,6.01,111057.37,0.54,9.63,0.35,0.84,0.0324,23,31655.96,4.31,21.96,9,39.13,982429.89,109158.88,17.11,35.78,14,60.87,-254342.76,-18167.34,-3.92,13.07,8
5 (VIC),727221.12,145.44,40.74,8.72,21.4,-186994.36,-19.71,-606448.06,-33.56,1.2,0.26,0.64,1.82,2.43,162172.69,0.53,13.46,0.25,0.71,0.0317,70,10388.87,2.49,21.93,30,42.86,1610713.51,53690.45,9.25,34.5,40,57.14,-883492.39,-22087.31,-2.59,12.5,4
7 (TCH),726397.51,145.28,18.94,8.71,45.97,-330122.34,-19.6,-476901.53,-28.3,1.52,0.31,1.62,3.01,2.01,178002.55,0.33,8.57,0.39,1.11,0.0196,20,36319.88,5.57,28,12,60,1087610.71,90634.23,12.73,31.67,8,40,-361213.2,-45151.65,-5.17,22.5,6
2 (DBC),722160.54,144.43,8.73,8.67,99.38,-453552.16,-24.91,-632017.69,-34.71,1.14,0.25,2.86,2.99,7.03,140259.98,0.17,8.61,0.38,0.38,0.0101,67,10778.52,2.79,17.39,20,29.85,1084927.81,54246.39,19.49,34.85,47,70.15,-362767.27,-7718.45,-4.31,9.96,1
3 (ANV),719593.01,143.92,8.38,8.65,103.28,-240057.94,-21.96,-241677.93,-18.58,2.98,0.47,5.56,5.41,7.94,184659.01,0.38,5.99,0.54,0.92,0.023,37,19448.46,7.52,23.68,15,40.54,882593.73,58839.58,24.2,42.73,22,59.46,-163000.72,-7409.12,-3.86,10.68,2
5 (PVC),717523.04,143.5,16.13,8.64,53.52,-393614.9,-50.86,-586972.04,-34.28,1.22,0.25,1.56,1.89,2.49,211304.33,0.43,23.53,0.14,0.23,0.026,65,11038.82,1.69,20.43,28,43.08,1526996.38,54535.59,13.35,26.36,37,56.92,-809473.34,-21877.66,-7.12,15.95,4
10 (VJC),715685.71,143.14,21.3,8.62,40.46,-186038.83,-13.93,-317666.63,-22.67,2.25,0.38,1.78,2.87,4.93,196121.23,0.38,6.8,0.47,0.62,0.0228,19,37667.67,7.55,31.21,7,36.84,1097664.98,156809.28,25.19,52.57,12,63.16,-381979.27,-31831.61,-2.74,18.75,9
11 (VJC),714271.44,142.85,22.07,8.61,39.01,-192040.09,-13.93,-377487.38,-26.15,1.89,0.33,1.49,2.74,3.76,196922.39,0.38,8.21,0.39,0.61,0.0226,19,37593.23,7.61,32.21,8,42.11,1125819.98,140727.5,22.48,46.75,11,57.89,-411548.54,-37413.5,-3.21,21.64,10
5 (BID),713824.02,142.76,32.44,8.6,26.52,-213925.87,-37.88,-338104.74,-48.98,2.11,0.18,0.54,2.19,2.47,165206.8,0.29,17.91,0.18,0.66,0.0171,34,20994.82,3.37,27.29,16,47.06,1311280.18,81955.01,13,39.75,18,52.94,-597456.16,-33192.01,-5.18,16.22,4
2 (PVS),711992.27,142.4,43.2,8.59,19.88,-416972.18,-25.86,-1054349,-53.19,0.68,0.16,0.37,1.36,2.16,186303.11,0.56,23.71,0.13,0.38,0.0337,75,9493.23,1.95,17.96,29,38.67,2689296.94,92734.38,12.74,32.93,46,61.33,-1977304.67,-42984.88,-4.86,8.52,1
8 (VJC),703851.29,140.77,21.66,8.52,39.34,-202421.23,-14.57,-375263.74,-25.61,1.88,0.33,1.54,3.18,3.58,200206.99,0.38,8.32,0.38,0.62,0.0226,17,41403.02,8.36,35.29,8,47.06,1026422.97,128302.87,21.04,48.38,9,52.94,-322571.68,-35841.3,-2.91,23.67,7
11 (VCB),697423.03,139.48,44.81,8.47,18.89,-294046.92,-30.15,-334466.11,-32.83,2.09,0.26,0.58,1.92,2.62,97749.8,0.68,13.35,0.23,0.54,0.041,52,13411.98,2.69,27.65,22,42.31,1453723.46,66078.34,12.12,40.45,30,57.69,-756300.44,-25210.01,-4.23,18.27,10
7 (DIG),696511.47,139.3,24.3,8.46,34.82,-155945.46,-35.04,-290929.51,-25.06,2.39,0.34,1.39,2.77,3.96,118291.12,0.58,13.64,0.22,0.34,0.0349,51,13657.09,2.14,27.53,21,41.18,1089379.4,51875.21,13.19,41.19,30,58.82,-392867.93,-13095.6,-5.6,17.97,6
9 (HBC),691583.74,138.32,25.68,8.42,32.78,-449469.75,-44,-1328067.71,-69.87,0.52,0.12,0.47,1.74,2.94,259290.73,0.36,19.83,0.15,0.55,0.0214,43,16083.34,4,29.02,16,37.21,1621505.02,101344.06,19.18,49.75,27,62.79,-929921.28,-34441.53,-5,16.74,8
5 (HBC),691300.36,138.26,26.19,8.42,32.13,-441580.26,-22.58,-1328703.7,-61.7,0.52,0.14,0.52,1.58,2.33,295417.01,0.34,23.67,0.13,0.62,0.0201,47,14708.52,4.31,26.13,19,40.43,1875352.68,98702.77,19.01,43.05,28,59.57,-1184052.32,-42287.58,-5.67,14.64,4
3 (TTF),690558.49,138.11,23.08,8.41,36.44,-526972,-35.77,-1314718.64,-62.81,0.53,0.13,0.58,1.41,2.06,280732.1,0.21,33.03,0.09,0.58,0.0124,64,10789.98,3.53,18.67,26,40.63,2380281.74,91549.3,19.9,32.85,38,59.38,-1689723.24,-44466.4,-7.68,8.97,2
4 (DXG),688306.66,137.66,27.89,8.39,30.08,-346440.26,-24.86,-1206959.62,-55.65,0.57,0.15,0.54,1.49,1.81,219083.23,0.48,19.56,0.15,0.59,0.029,51,13496.21,3.87,24.59,23,45.1,2107349.23,91623.88,16.41,38.91,28,54.9,-1419042.57,-50680.09,-6.43,12.82,3
10 (DRH),686650.83,137.33,13.04,8.38,64.25,-389870.22,-45.71,-630133.38,-41.14,1.09,0.2,1.56,2.24,2.36,213116.68,0.37,19.2,0.16,0.37,0.0221,39,17606.43,6.27,30.82,19,48.72,1240991.39,65315.34,24.23,31.26,20,51.28,-554340.56,-27717.03,-10.8,30.4,9
5 (PVS),684003.94,136.8,42.8,8.35,19.52,-797203.33,-46.75,-1348693.5,-59.75,0.51,0.14,0.33,1.32,2.41,197610.69,0.64,26.33,0.11,0.33,0.0384,65,10523.14,2.13,22.15,23,35.38,2835591.21,123286.57,16.27,36.7,42,64.62,-2151587.26,-51228.27,-5.62,14.19,4
4 (VIC),679509.89,135.9,41.65,8.31,19.96,-179802.27,-19.71,-575502.52,-33.16,1.18,0.25,0.6,1.87,2.55,144208.96,0.57,13.12,0.22,0.7,0.0341,71,9570.56,2.4,22.31,30,42.25,1464930.33,48831.01,8.86,35.03,41,57.75,-785420.44,-19156.6,-2.33,13,3
7 (VJC),679040.9,135.81,20.15,8.31,41.25,-171865.58,-14.46,-268768.98,-20.74,2.53,0.4,1.99,3.32,4.74,191549.68,0.39,4.98,0.58,0.63,0.0232,17,39943.58,8.25,32.88,7,41.18,972163.02,138880.43,23.54,53.71,10,58.82,-293122.12,-29312.21,-2.45,18.3,6
4 (PDR),674475.07,134.9,19.24,8.27,42.98,-150335.12,-13.43,-381061.77,-34.04,1.77,0.24,1.26,2.59,3.97,117334.59,0.39,12.49,0.23,0.73,0.0231,43,15685.47,3.32,19.53,17,39.53,1097698.83,64570.52,12.34,34.88,26,60.47,-423223.76,-16277.84,-2.58,9.5,3
1 (KSB),674100.08,134.82,16.93,8.27,48.84,-320437.31,-27.13,-564308.36,-37.71,1.19,0.22,1.3,1.94,3.5,140086.77,0.52,12.78,0.22,0.67,0.0309,28,24075,4.38,22.64,10,35.71,1388231.01,138823.1,22.12,42,18,64.29,-714130.92,-39673.94,-5.48,11.89,0
8 (CTG),672099.48,134.42,37.7,8.25,21.89,-234604.79,-24.23,-333758.34,-31.21,2.01,0.26,0.7,2.05,2.41,79810.2,0.67,12.51,0.23,0.41,0.0405,63,10668.25,1.6,22.71,29,46.03,1311271,45216.24,7.53,30.9,34,53.97,-639171.53,-18799.16,-3.45,15.74,7
10 (HBC),669844.48,133.97,24.87,8.23,33.1,-435258.87,-44,-1319152.51,-70.4,0.51,0.12,0.47,1.76,3.16,263115.54,0.34,20.42,0.14,0.56,0.0203,42,15948.68,4.18,29.79,15,35.71,1555474.59,103698.31,20.13,52.27,27,64.29,-885630.1,-32801.11,-4.68,17.3,9
1 (DXG),669427.28,133.89,27.32,8.23,30.12,-369486.68,-25.18,-1128494.91,-53.15,0.59,0.15,0.57,1.45,2.48,251203.86,0.48,15.77,0.18,0.56,0.029,57,11744.34,3.55,22.16,21,36.84,2161005.99,102905.05,20.03,42.67,36,63.16,-1491578.71,-41432.74,-6.05,10.19,0
7 (FIT),665402.21,133.08,21.24,8.19,38.58,-309780.51,-24.07,-870311.6,-67.11,0.76,0.12,0.57,1.58,2.37,157251.13,0.38,31.12,0.09,0.73,0.0229,35,19011.49,6.3,21.57,14,40,1807893.21,129135.23,26.25,35.79,21,60,-1142491,-54404.33,-7,12.1,6
9 (DRH),665224.07,133.04,13.23,8.19,61.93,-359260.37,-45.71,-668225.56,-47.9,1,0.17,1.29,2.61,3.53,148503.86,0.38,22.16,0.13,0.37,0.023,40,16630.6,6.26,30.35,17,42.5,1078143.4,63420.2,27.36,32.82,23,57.5,-412919.33,-17953.01,-9.34,28.52,8
3 (VIC),664109.03,132.82,41.02,8.18,19.95,-232790.02,-19.71,-588728.75,-33.98,1.13,0.24,0.59,1.72,1.96,163943.09,0.46,14.77,0.19,0.67,0.0275,75,8854.79,2.42,20.75,35,46.67,1590377.11,45439.35,8.61,32.14,40,53.33,-926268.08,-23156.7,-2.99,10.78,2
1 (HVN),656309.48,131.26,14.21,8.11,57.1,-239641.57,-22.29,-313990.47,-29.18,2.09,0.28,1.96,4.45,3.95,131166.15,0.37,7.62,0.36,1.1,0.0225,17,38606.44,6.47,24.53,9,52.94,846648.58,94072.06,14.97,35.44,8,47.06,-190339.1,-23792.39,-3.09,12.25,0
6 (BID),654351.79,130.87,31.41,8.1,25.78,-191015.18,-37.76,-325880.05,-50.84,2.01,0.16,0.51,2.09,2.09,170013.82,0.25,18.63,0.14,0.64,0.0151,34,19245.64,3.34,26.5,17,50,1254676.31,73804.49,12.45,37,17,50,-600324.52,-35313.21,-5.77,16,5
10 (VCB),651583.87,130.32,42.38,8.07,19.05,-297611.1,-30.5,-351407.54,-34.02,1.85,0.24,0.56,1.87,2.02,84733.72,0.76,11.98,0.22,0.62,0.0457,52,12530.46,3.11,28.65,25,48.08,1399547.1,55981.88,11.4,38.72,27,51.92,-747963.23,-27702.34,-4.56,19.33,9
3 (SAM),648931.55,129.79,21.37,8.05,37.67,-162508.13,-23.53,-254980.18,-29.98,2.55,0.27,1.26,2.36,3.54,152091.44,0.52,12.88,0.21,0.44,0.0313,60,10815.53,2.3,24.85,24,40,1126281.01,46928.38,11.75,38.17,36,60,-477349.46,-13259.71,-4.01,15.97,2
3 (REE),648502.75,129.7,36.85,8.05,21.84,-193389.59,-37.57,-460143.12,-39.8,1.41,0.2,0.55,1.73,2.07,108165.52,0.76,12.06,0.22,0.8,0.0453,68,9536.81,2.65,21.82,31,45.59,1532689.19,49441.59,9.57,36.13,37,54.41,-884186.44,-23896.93,-3.14,9.84,2
5 (MWG),648109.33,129.62,21.18,8.04,37.98,-124223.13,-21.33,-167774.58,-20.67,3.86,0.39,1.84,3.37,3.63,74153.17,0.54,6.59,0.4,1.07,0.0321,27,24004.05,6.61,33.89,13,48.15,921555.34,70888.87,16.99,51.54,14,51.85,-273446.01,-19531.86,-3.03,17.5,4
2 (BVH),644421.47,128.88,39.82,8.01,20.12,-309631.21,-21.51,-688879.27,-41.84,0.94,0.19,0.48,1.35,2.05,123791.46,0.64,23.08,0.11,0.53,0.0387,73,8827.69,2.47,18.88,29,39.73,2473177.53,85281.98,13.4,30.66,44,60.27,-1828756.06,-41562.64,-4.73,11.11,1
11 (DXG),642759.53,128.55,30.01,8,26.64,-349786.66,-27.71,-1298392.73,-63.22,0.5,0.13,0.42,1.66,1.83,243738.65,0.44,17.19,0.15,0.52,0.0262,42,15303.8,3.9,30.93,20,47.62,1612273.55,80613.68,15.63,42.6,22,52.38,-969514.02,-44068.82,-6.75,20.32,10
1 (HUT),641821.09,128.36,26.79,7.99,29.82,-229642.85,-19.35,-707372.19,-50.45,0.91,0.16,0.59,1.59,2.97,175107.74,0.26,22.05,0.12,0.84,0.0157,66,9724.56,3.66,18.06,23,34.85,1727555.23,75111.1,18.44,33.09,43,65.15,-1085734.14,-25249.63,-4.25,10.02,0
4 (BID),641512.19,128.3,33.51,7.99,23.83,-222513.06,-38.14,-347766.51,-49.01,1.84,0.16,0.49,1.97,2.96,146963.64,0.29,18.03,0.14,0.6,0.0176,35,18328.92,3.19,27.31,14,40,1301785.31,92984.66,15.36,43.64,21,60,-660273.12,-31441.58,-4.93,16.43,3
7 (HCM),632889.88,126.58,23.67,7.91,33.42,-431296.01,-47.97,-483652.05,-44.73,1.31,0.18,0.75,2.67,3.23,95514.03,0.65,16.27,0.15,0.41,0.0392,53,11941.32,3.39,28.38,24,45.28,1010950.3,42122.93,16.36,40.63,29,54.72,-378060.42,-13036.57,-7.35,18.24,6
6 (DIG),632541.83,126.51,25.41,7.91,31.11,-156676.74,-30,-331578.76,-33.17,1.91,0.24,0.94,2.14,3.02,127236.19,0.54,16.03,0.16,0.5,0.0325,53,11934.75,2.71,25.04,22,41.51,1187435.18,53974.33,13.64,36.05,31,58.49,-554893.35,-17899.79,-5.04,17.23,5
10 (TCH),629963.96,125.99,18.91,7.88,41.68,-314059.34,-19.9,-476233.34,-29.7,1.32,0.27,1.4,2.77,3.81,165725.6,0.31,7.73,0.32,0.99,0.0186,19,33156,5.77,30.95,8,42.11,985144.67,123143.08,19.27,49.63,11,57.89,-355180.72,-32289.16,-4.05,17.36,9
11 (DRH),626784.22,125.36,12.66,7.85,62.04,-287777.55,-45.71,-712899.26,-48.11,0.88,0.16,1.29,2.36,3.19,191581.61,0.38,19.06,0.13,0.34,0.023,40,15669.61,5.34,30.2,17,42.5,1087842.75,63990.75,25.37,32.24,23,57.5,-461058.53,-20046.02,-9.46,28.7,10
7 (PNJ),625610.79,125.12,22.76,7.84,34.46,-125540.81,-24.57,-298822.99,-21.57,2.09,0.36,1.6,2.81,2.14,159291.36,0.45,5.71,0.43,0.65,0.0271,37,16908.4,3.15,27.05,21,56.76,971797.89,46276.09,8.49,36.1,16,43.24,-346187.1,-21636.69,-3.86,15.19,6
3 (HCM),624808.33,124.96,20.25,7.84,38.7,-169002.85,-22.72,-236269.49,-23.43,2.64,0.33,1.65,1.98,3.6,121332.87,0.47,9.27,0.26,0.62,0.0282,62,10077.55,4.27,22.44,22,35.48,1264012.35,57455.11,21.5,42.55,40,64.52,-639204.02,-15980.1,-5.2,11.38,2
7 (SSI),620263.58,124.05,47.67,7.8,16.35,-258691.77,-29.2,-465070.53,-34.14,1.33,0.23,0.48,1.57,1.69,103977.03,0.89,15.16,0.16,0.48,0.0534,54,11486.36,2.27,27.02,26,48.15,1708991.03,65730.42,10.29,39.54,28,51.85,-1088727.45,-38883.12,-5.18,15.39,6
8 (PDR),618135.7,123.63,20.41,7.78,38.1,-143292.95,-13.43,-348389.71,-32.66,1.77,0.24,1.17,2.4,4.11,104089.36,0.4,12.56,0.19,0.66,0.0238,38,16266.73,3.27,22.05,14,36.84,1061029.47,75787.82,14.14,35.29,24,63.16,-442893.77,-18453.91,-3.07,14.33,7
1 (FLC),617163.25,123.43,30.69,7.77,25.31,-365517.24,-25.56,-1302722.93,-60.72,0.47,0.13,0.42,1.29,3.52,280649.34,0.34,29.68,0.08,0.59,0.0207,56,11020.77,4.81,16.98,15,26.79,2772391.96,184826.13,31.87,38.13,41,73.21,-2155228.71,-52566.55,-5.09,9.24,0
1 (PVD),612852.15,122.57,40.38,7.73,19.14,-348431.88,-25,-461847.84,-37.43,1.33,0.21,0.51,1.51,2.95,115299.02,0.62,22.43,0.1,0.52,0.0374,74,8281.79,1.92,17.51,25,33.78,1821981.61,72879.26,12.91,33.24,49,66.22,-1209129.46,-24676.11,-3.69,9.49,0
3 (ACB),610747.69,122.15,25.41,7.71,30.34,-136212.63,-17.22,-171672.68,-22.86,3.56,0.34,1.33,2.48,3.58,99818.02,0.46,11.8,0.2,0.75,0.0275,71,8602.08,2.18,19.55,29,40.85,1024741.07,35335.9,9.1,30.9,42,59.15,-413993.39,-9856.99,-2.6,11.71,2
1 (HBC),609664.36,121.93,25.66,7.7,30.02,-375206.08,-20.51,-1071735.43,-58.52,0.57,0.13,0.51,1.54,3.24,234141.41,0.37,19.85,0.12,0.58,0.0222,56,10886.86,3.55,22.21,18,32.14,1747327.78,97073.77,21.32,44.22,38,67.86,-1137663.42,-29938.51,-4.87,11.79,0
4 (REE),603231.99,120.65,36.12,7.64,21.16,-183756.1,-37.57,-502958.94,-38.89,1.2,0.2,0.54,1.78,2.73,102528.55,0.73,12.79,0.18,0.73,0.0439,66,9139.88,2.49,22.68,26,39.39,1380323.83,53089.38,10.81,38.88,40,60.61,-777091.84,-19427.3,-2.91,12.15,3
2 (VIC),600681.84,120.14,43.23,7.62,17.63,-239434.44,-19.71,-556427.38,-33.97,1.08,0.22,0.52,1.64,2.77,160068.22,0.43,15.89,0.14,0.52,0.0258,78,7701.05,1.98,20.46,29,37.18,1543559.49,53226.19,10.06,37.38,49,62.82,-942877.65,-19242.4,-2.8,10.45,1
9 (VCB),599091.41,119.82,46.18,7.61,16.47,-361851.74,-34.49,-419614.73,-37.91,1.43,0.2,0.43,1.71,2,78063.81,0.79,16.85,0.13,0.52,0.0474,52,11520.99,2.77,29.44,24,46.15,1438286.45,59928.6,11.36,40.21,28,53.85,-839195.04,-29971.25,-4.59,20.21,8
7 (BID),594723.66,118.94,31.03,7.57,24.38,-188659.03,-37.88,-291386.64,-48.87,2.04,0.15,0.5,2.02,2.56,173789.99,0.23,18.24,0.12,0.56,0.0136,34,17491.87,2.97,27,15,44.12,1176791.55,78452.77,13.86,39,19,55.88,-582067.89,-30635.15,-5.61,17.53,6
